Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
Say Brother,,Default Unit,,Will Roxbury Secede,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Live footage of good news gospel group singing for a small audience in the shiloh baptist church, followed for brief church revival preaching",Original footage,Item Type,"1/13/2020 APr: No tone on bars at top. No audio at top. , Audio Hiss, Video Picture Breaks up",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,Local Communities,Social issues - Racism,Social Issues - Inequality,,,,,,,,,,,,video recording identifier,228036,,,barcode228036.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228036/PreservationMaster/barcode228036.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: members of good news gospel group participating in worship services, praying and speaking before the practitioners at Shiloh Baptist Church, followed by live musical performance by said group",Original footage,Item Type,"1/20/2020 EMu: Audio over bars at top related to footage. No tone over bars at top. Transitional breakups.  , Audio Hiss, Video Picture Breaks up",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,"Boston, MA",,Fashion,US Ethnic Minorities,,,,,,,,,,,,,,video recording identifier,228037,,,barcode228037.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228037/PreservationMaster/barcode228037.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: 1983 Boston  Mayor visuals - exteriors of Mel King and Ray Flynn headquarters
B Roll of exterior of Mel King and Ray Flynn headquarters for their mayoral runs",Original footage,Item Type,"2/10/2020 GM: No tone on bars at top. Audio from content over bars.  , Video Picture Breaks up, Video Noise",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Religion,music,,,,,,,,,,,,,,video recording identifier,228038,,,barcode228038.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228038/PreservationMaster/barcode228038.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Live broadcast featuring Curtis Davis and state representative Byron Rushing, on Greater Roxbury Incorporation Project (GRIP). They discuss Roxbury secession concept. Viewer telephone poll.


ITEM DESCRIPTION: Interview with Bruce Bolling about the issues faced in the greater Roxbury area and the Roxbury Secession movement in 1986",Original footage,Item Type,"2/10/2020 GM: No tone on bars at top. Audio from content over bars.  , Video Picture Breaks up, Audio Hiss",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Politics and Government,Local Communities,,,,,,,,,,,,,,video recording identifier,228039,,,barcode228039.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228039/PreservationMaster/barcode228039.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: b roll of black studies teleconference exhibits, attendees, and displays",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio over bars at top related to content.   , Audio Hiss, Audio Buzz, Video Picture Breaks up",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,US Ethnic Minorities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,228048,,,barcode228048.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228048/PreservationMaster/barcode228048.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Panel questions at black studies teleconference about an unnamed study being done at a number of historically black colleges and universities, akin to the Murdolph(sp?) study",Original footage,Item Type,"  , No Bars and Tone, Beginning Cut Off, End Cut Off",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Religion,,,,,,,,,,,,,,video recording identifier,228049,,,barcode228049.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228049/PreservationMaster/barcode228049.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Event coverage of panel on study being funded by the National Research Council about the condition of black people in the united states along the lines of An American Dilemma, with similar fears by Black academics, begun by b roll of audience gathering for panel",Original footage,Item Type,"1/20/2020 EMu: No tone on bars at top. Audio from content over bars. Audio levels fluctuate between channels. , Audio Hiss",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues - Racism,Education,,,,,,,,,,,,,,video recording identifier,228050,,,barcode228050.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228050/PreservationMaster/barcode228050.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Event coverage of press conference held at Black Studies Teleconference about state of black scholarship, priorities in the face of study launched by National Research Council ",Original footage,Item Type,"1/20/2020 EMu: Audio over bars at top is unrelated. Loud hiss over footage at top in right channel. Audio levels fluctuate between channels. , Analog Video Dropouts, Video Picture Breaks up, Audio Hiss",Technical Notes,Event Coverage,Content Type,,Moving Image,,,,,,,,,,,,,,,US Ethnic Minorities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,228051,,,barcode228051.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228051/PreservationMaster/barcode228051.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,In Search of the Blackamoor,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: As Mass celebrates the 350th anniversary of the presence of black people here, Say Brother investigates the controversy surrounding the efforts to place Abraham Pierce as a black man at Plimoth Plantation in the year 1627.


ITEM DESCRIPTION: Slow Motion footage of James Spruill, and then in second half audio of what sounds like a documentary on a completely black screen",Original footage,Item Type,"1/21/2020 APr: Audio content underneath bars. Bars between segments with audio content.  , Audio Hiss, Video Picture Breaks up",Technical Notes,Stand-up,Content Type,,Moving Image,,,,,,,,,,,,,,,US Ethnic Minorities,History,,,,,,,,,,,,,,video recording identifier,228126,,,barcode228126.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228126/PreservationMaster/barcode228126.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,In Search of the Blackamoor,2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: As Mass celebrates the 350th anniversary of the presence of black people here, Say Brother investigates the controversy surrounding the efforts to place Abraham Pierce as a black man at Plimoth Plantation in the year 1627.


ITEM DESCRIPTION: Stand up by Elliot for use in educational documentary about Abraham Pierce's ethnicity",Original footage,Item Type,"1/21/2020 APr: Audio underneath bars. Brief static followed by Bars with audio content at 5:40   , Audio Hiss",Technical Notes,Stand-up,Content Type,,Moving Image,,,,,,,,,,,,,,,History,Social Issues - Racism,,,,,,,,,,,,,,video recording identifier,228134,,,barcode228134.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228134/PreservationMaster/barcode228134.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Ten O'Clock News,,Default Unit,,Ten O'Clock News,2020-02-07,,,,,,1978-09-05,,"PROGRAM DESCRIPTION: As Mass celebrates the 350th anniversary of the presence of black people here, Say Brother investigates the controversy surrounding the efforts to place Abraham Pierce as a black man at Plimoth Plantation in the year 1627.


ITEM DESCRIPTION: Stand up for feature on Abraham Pierce ",News Tape,Item Type,"1/22/2020 EMu: No tone over bars at top. Static and breakups after bars, over footage. Audio levels fluctuate between channels.  No timecode., Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Legal System - Criminal Justice System,,,,,,,,,,,,,,,video recording identifier,228135,,,barcode228135.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228135/PreservationMaster/barcode228135.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,In Search of the Blackamoor,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: B Roll by Hattie Gossett Back at Ya reading at Dudley station, while buses and people walk by, b roll of people on the street",Work Tape,Item Type,"1/21/2020 APr: No tone on bars. No audio content at top. Content is in slow motion at times. Rewinding is printed to the tape. Audio with no image at times. Long black tail with RF and timecode. , Audio Hiss",Technical Notes,Documentary,Content Type,,Moving Image,,,,,,,,,,,,,,,History,Social Issues - Racism,,,,,,,,,,,,,,video recording identifier,228136,,,barcode228136.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228136/PreservationMaster/barcode228136.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: raw footage of interview with Hattie Gossett about her book ",Original footage,Item Type,"2/11/2020 GM: No tone on bars at top. Audio content over bars at top. Left channel not present until 8:40. , Audio Hiss, Audio Distortion, End Cut Off",Technical Notes,Scenics / B-roll,Content Type,,Moving Image,,,,,,,,,,,,,,,Social Issues - Racism,,,,,,,,,,,,,,,video recording identifier,228137,,,barcode228137.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228137/PreservationMaster/barcode228137.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Stand up by host of Say Brother Elliot introducing Babatunde Olatunji and giving background ",Original footage,Item Type,"1/22/2020 EMu: Two separate mono channels. Audio over bars related to footage.  , Analog Video Dropouts, Audio Hiss, Video Picture Breaks up",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Literature,Music,,,,,,,,,,,,,,video recording identifier,228138,,,barcode228138.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228138/PreservationMaster/barcode228138.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,1989-05-03,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Interview with Babatunde Olatunji discussing why he drums, his past and origins, and ends with a drum performance. ",Original footage,Item Type,"1/22/2020 EMu: No tone over bars at top. Breakups over footage at times. Static between segments.  , Video Picture Breaks up, Audio Hiss",Technical Notes,Stand-up,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Peoples of Western Africa,,,,,,,,,,,,,,video recording identifier,228139,,,barcode228139.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode228139/PreservationMaster/barcode228139.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
WGBH Journal,,Default Unit,,WGBH JOURNAL,2020-01-09,,,,,,1979-05-10,,"PROGRAM DESCRIPTION: Radio


ITEM DESCRIPTION: Host Greg Fitzgerald; Amy Sands reports on women in Boston's black community learning how to defend themselves with firearms; Henrietta Davis visits project SCALE that fights adult illiteracy; David Freudberg learns about the MBTA (Part 4 of a series on the T); Shelly Roth speaks to an environmental lobbyist who fights for non-smokers' rights.",Radio program (Master),Item Type,,Technical Notes,Magazine,Content Type,,Sound,,,,,,,,,,,,,,,Women and Women's History,Education,Local Communities,Transportation and Public Works,News and Current Events,US Ethnic Minorities,Medicine,,,,,,,,,video recording identifier,229165,,,barcode229165_01.wav,http://hls-streaming.mla-int.wgbh.org/avalon/22817/barcode229165/PreservationMaster/barcode229165_01.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Original footage of a live Earth, Wind & Fire performance. ",Original footage,Item Type,"  , No Bars and Tone, Analog Video Dropouts, Beginning Cut Off, End Cut Off",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229448,,,barcode229448.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229448/PreservationMaster/barcode229448.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Interview with Maurice White and Philip Bailey of Earth, Wind & Fire about touring, performing at Radio City, their break from touring, and the balance between their musical and personal lives. The interview ends with both musicians wishing ""Say Brother"" a happy birthday. ",Original footage,Item Type,"1/23/2020 EMu: No tone over bars at the top. Color breakups after bars at the top. Tone plays over footage at the top.  Audio levels fluctuate. No audio at times. Exposure fluctuates. No timecode., Analog Video Dropouts, Audio Hiss, Video Picture Breaks up, End Cut Off",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229449,,,barcode229449.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229449/PreservationMaster/barcode229449.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"PROGRAM DESCRIPTION: Series Description: Say Brother is WGBH's longest running public affairs television program by, for and about African Americans, and is now known as Basic Black. Since its inception in 1968, Say Brother has featured the voices of both locally and nationally known African American artists, athletes, performers, politicians, professionals, and writers including: Muhammad Ali, Maya Angelou, Thomas Atkins, Amiri Baraka, Doris Bunte, Julian Bond, Stokely Carmichael, Louis Farrakhan, Nikki Giovanni, Odetta Gordon, Henry Hampton, Benjamin Hooks, Jesse Jackson, Hubie Jones, Mel King, Eartha Kitt, Elma Lewis, Haki Madhubuti, Wallace D. Muhammad, Charles Ogletree, Babatunde Olatunji, Byron Rushing, Owusu Sadaukai, and Sonia Sanchez.

TITLE CHANGE (to Basic Black) as of Jan. 8, 1998.


ITEM DESCRIPTION: Original footage of a live performance in front of a live audience by singer Robert Guillaume.",Original footage,Item Type,"1/23/2020 EMu: Transitional breakups. Audio over bars related to content. Exposure fluctuates at times. No timecode., Analog Video Dropouts, Video Picture Breaks up, Audio Hiss",Technical Notes,Interview,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229450,,,barcode229450.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229450/PreservationMaster/barcode229450.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
Say Brother,,Default Unit,,Malcolm X,2020-02-10,,,,,,,,"PROGRAM DESCRIPTION: Program focuses on the impact of Malcolm X on Black political and intellectual leadership in the United States.  Host Topper Carew speaks with Dr. John H. Clarke (historian and Cornell University professor), Owusu Sadauki (National Chairman of the African Liberation Day Committee) and Bobby Seale (cofounder of the Black Panthers) about the impact of Malcolm X's work on their personal ideologies, the opinions of Black Americans, and their struggle for Black rights in the United States.  Interviews are separated by segments of archival news footage featuring Malcolm X talking about his political philosophies. Program contains a particularly strong segment from a speech delivered to the students of Selma, Alabama a few weeks before his assassination in 1965.


ITEM DESCRIPTION: Original footage of a performance by the Richard DeLuca Trio, featuring Malcolm ""Shorty"" Jarvis on trumpet. ",Original footage,Item Type,"1/20/2020 EMu: No tone over bars at top. Audio over bars at top related to content.  , OK",Technical Notes,Performance for a Live Audience,Content Type,,Moving Image,,,,,,,,,,,,,,,Music,Performing Arts,,,,,,,,,,,,,,video recording identifier,229476,,,barcode229476.mkv,http://hls-streaming.mla-int.wgbh.org/avalon/23033/barcode229476/PreservationMaster/barcode229476.mp4/master.m3u8,,,,,,,,,480,360,,,,,4:03,480x360,,,,,,
