Collection Name,Collection Description,Unit Name,Collection ID,Title,Date Issued,Creator,Alternative Title,Translated Title,Uniform Title,Statement Of Responsibility,Date Created,Copyright Date,Abstract,Note,Note Type,Note,Note Type,Note,Note Type,Format,Resource Type,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Contributor,Publisher,Note,Subject,Related Item Label,Related Item Url,Geographic Subject,Temporal Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Topical Subject,Bibliographic Id,Language,Terms Of Use,Table Of Contents,Physical Description,Other Identifier Type,Other Identifier,Comment,File Label,File Title,Instantiation Label,Instantiation Id,Instantiation Streaming URL,Instantiation Duration,Instantiation Mime Type,Instantiation Audio Bitrate,Instantiation Audio Codec,Instantiation Video Bitrate,Instantiation Video Codec,Instantiation Width,Instantiation Height,File Location,File Checksum,File Size,File Duration,File Aspect Ratio,File Frame Size,File Format,File Date Digitized,File Caption Text,File Caption Type,File Other Id,File Comment
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Mullins, Lisa",,,,,1997-12-10,,"This December 10, 1997 episode of The World hosted by Lisa Mullins in Boston and Eddie Mair in London includes a report on a global warming agreement, including interviews with Juliet Hindell and Maurice Strong; a report by Lucy Craft on bank closures in Japan; a report by Alejandra Martins about instituting human rights around the world; an interview with the band Ghazal about the lost songs of the Silk Road; a report on tensions between the U.N. and Iraq over weapons inspectors; and an interview with Franco Ferrati about Italian ideals of marriage.",Radio program (Master),local,,general,OK,general,,,"Hindal, Juliet","Mair, Eddie","Hindal, Juliet","Kraft, Lucy","Craft, Lucy","Martins, Alejandra","Strong, Maurice","Ferrati, Franco",,Magazine,,,,,,Peoples of East Asia,Climate Crisis,Music,Peoples of the Middle East,Politics and Government,Peoples of the Mediterranean,News and Current Events,Global Affairs,,,,,,,,video recording identifier,214882,,,barcode214882_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214882/PreservationMaster/barcode214882_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Mair, Eddie",,,,,1997-12-01,,"This December 1, 1997 episode of The World, hosted by Lisa Mullins and Eddie Mair, includes an Alan Dowd report on the world meeting on global warming in Kyoto, including an interview with Mary Jordan; UN Peacekeepers in Haiti; a Boris Maximoff report on New York City; a Margaret Evans report on Belgium's attempts to get rid of old landmines; a Mark Tung report on Hong Kong's literary scene; an interview with Shivananda Khan on the efficacy of AIDS medications; and an Alejandra Martins report on Nazis in Argentina.",Radio program (Master),local,,general,"Audio Hiss, Audio Distortion",general,,,"Dowd, Alan","Mullins, Lisa","Jordan, Mary","Maximoff, Boris","Tung, Mark","Evans, Margaret","Khan, Shivananda","Martins, Alejandra",,Magazine,,,,,,Politics and Government,News and Current Events,Climate Crisis,Health,Literature,Peoples of Western Europe,Military Forces and Armaments,Global Affairs,,,,,,,,video recording identifier,214883,,,barcode214883_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214883/PreservationMaster/barcode214883_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Kahn, Tony",,,,,1997-11-28,,"This episode of The World, hosted by Tony Khan and Eddie Mair, includes an interview with Daniel Lack on the Indian government's collapse; an interview with Anthony Cordesman on tensions between the UN and Iraq over compliance with weapons checking; a report by Jose Miguel Fonseca on Costa Rica's Rafael Calderon's attempt to patent his likeness to prevent political satire; a report by Stephen Beard on rural communities in Britain's opposition to the outlawing of fox hunting; an interview with Enrique Terjors on UN Peacekeepers' role in Haiti; and a report by Mary Ambrose on Matthew Bourne's gender-bending Swan Lake.",Radio program (Master),local,,general,"Audio Distortion, Audio Buzz",general,,,"Lack, Daniel","Mair, Eddie","Cordesman, Anthony","Fonseca, Jose Miguel","Beard, Stephen","Terjors, Enrique","Ambrose, Mary",,,Magazine,,,,,,News and Current Events,Politics and Government,Peoples of the Middle East,Dance,Global Affairs,,,,,,,,,,,video recording identifier,214884,,,barcode214884_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214884/PreservationMaster/barcode214884_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Mair, Eddie",,,,,1997-11-27,,"This November 27, 1997 episode of The World, hosted by Tony Kahn and Eddie Mair, includes a report on Saddam Hussein's quarrels with UN weapons inspectors, including an interview with Edward Peck; a report on INXS's Michael Hutchence's death; an interview between Lisa Mullins and Linda Day and James Loewen on Thanksgiving; a Carolyn Dempster report on accusations against Winnie Mandela of murder and assault; a report on the world's largest quiche; an interview with Ben Macintyre on Victorian criminal Adam Worth.",Radio program (Master),local,,general,"Audio Hum, Audio Distortion",general,,,"Peck, Edward","Kahn, Tony","Mullins, Lisa","Day, Linda","Loewen, James","Dempster, Carolyn","Macintyre, Ben",,,Magazine,,,,,,News and Current Events,Politics and Government,Holiday,Food and Cooking,History,Global Affairs,,,,,,,,,,video recording identifier,214886,,,barcode214886_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214886/PreservationMaster/barcode214886_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Kahn, Tony",,,,,1997-11-25,,"This episode of The World, hosted by Tony Kahn and Eddie Mair includes a Laura Lynch report on world finances in Canada and Asia, including an interview with Miriko Hame and Sachihiro Takeshita; a report by Michel Friedman on the trying of a Nazi-era crime in Germany; an interview with Shanna Swan on falling sperm counts around the world; and an interview with Marcella Hazan on Italian cooking.",Radio program (Master),local,,general,Audio Distortion,general,,,"Lynch, Laura","Mair, Eddie","Hame, Miriko","Takeshita, Sachihiro","Friedman, Michel","Swan, Shanna","Hazan, Marcella",,,Magazine,,,,,,News and Current Events,Politics and Government,Peoples of North America,Peoples of Western Europe,Health,Food and Cooking,Global Affairs,,,,,,,,,video recording identifier,214887,,,barcode214887_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214887/PreservationMaster/barcode214887_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Kahn, Tony",,,,,1997-11-24,,"This November 24, 1997 episode of The World hosted by Tony Kahn and Boston and Eddie Mair in London features an Alejandra Martins report on the collapse of Japanese corporate giant Yamaichi Securities, including an interview with Thomas Cargill; a report by Carolyn Dempster on Winnie Mandela's trial for murder and assault; a report by Amber Moss on Jorge Mas Canosa's death; a report on Bosnia; an Andrea Dubrowski report on a bird sanctuary in Mexico; an interview with Daniel Jurgen on oil reserves in Asia.",Radio program (Master),local,,general,Audio Distortion,general,,,"Martins, Alejandra","Mair, Eddie","Cargill, Thomas","Dempster, Carolyn","Moss, Amber","Dubrowski, Andrea","Jurgen, Daniel",,,Magazine,,,,,,News and Current Events,Business and Economics,Politics and Government,Global Affairs,Wildlife,Legal System - Criminal Justice System,,,,,,,,,,video recording identifier,214888,,,barcode214888_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214888/PreservationMaster/barcode214888_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Mair, Eddie",,,,,1997-11-21,,"This November 21, 1997 episode, hosted by Lisa Mullins and Eddie Mair of The World, includes a report on the crisis in Iraq; an interview with Warren Bailey on financial turmoil in South Korea; an interview with journalists Ivan Lebedev and Raghida Dergham on diplomatic efforts towards peace in Iraq; a report on peace in Yugoslavia; an interview with South African satirist Pieter-Dirk Uys; and a Jean Snedecker report on the round reading room at the British Museum.",Radio program (Master),local,,general,Audio Distortion,general,,,"Bailey, Warren","Mullins, Lisa","Lebedev, Ivan","Dergham, Raghida","Uys, Pieter-Dirk","Snedecker, Jean",,,,Magazine,,,,,,News and Current Events,Global Affairs,Politics and Government,Literature,Business and Economics,,,,,,,,,,,video recording identifier,214889,,,barcode214889_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214889/PreservationMaster/barcode214889_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,,,,,,1997-11-20,,"This November 20, 1997 episode of The World, hosted by Lisa Mullins and Eddie Mair, includes reports on Russia-Iraq dealmaking, and an interview with Rob Watson and Charles Duelfer; a Margaret Evans report on Belgium's unemployment system; an interview with Pierre Henri Gaget and Jack Cakebread on the year's red wines; an interview with B. Ruby Rich and Philip Dodd on Hollywood's relationship with foreign directors; and a Stephen Beard report on the 50th anniversary of Queen Elizabeth II and Prince Philip.",Radio program (Master),local,,general,Audio Distortion,general,,,,,,,,,,,,Magazine,,,,,,News and Current Events,Politics and Government,Employment and Labor,Film and Television,Global Affairs,Food and Cooking,,,,,,,,,,video recording identifier,214898,,,barcode214898_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214898/PreservationMaster/barcode214898_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Mair, Eddie",,,,,1997-11-05,,"This November 5, 1997 episode of The World, hosted by Lisa Mullins and Eddie Mair features an interview with Edward Peck on US-Iraq relations and Saddam Hussein; an interview with Susan Woodward on US troops in Bosnia; a Caroline Wyatt report on Holocaust survivors' fight for reparations from Germany; a Boris Maximoff report on Russia-US relations; an interview with Major General Edward Atkeson on US purchase of major weapons; a Laura Lynch report on HIV in the West Coast; and an interview with Brian Berman on acupuncture.",Radio program (Master),local,,general,Audio Distortion,general,,,"Peck, Edward","Mullins, Lisa","Woodward, Susan","Wyatt, Caroline","Maximoff, Boris","Atkeson, Edward","Lynch, Laura","Berman, Brian",,Magazine,,,,,,News and Current Events,Global Affairs,Politics and Government,Health,Military Forces and Armaments,,,,,,,,,,,video recording identifier,214899,,,barcode214899_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214899/PreservationMaster/barcode214899_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
"World, The",,Default Unit,,"World, The (General Series)",2020-01-31,"Mair, Eddie",,,,,1997-11-04,,"This November 4, 1997 episode of The World, hosted by Lisa Mullins and Eddie Mair, features a report by Frank Gardner on the standoff between UN inspectors and Saddam Hussein, including an interview with Hazir Tamurian; a Gary Robertson report on efforts to free British au pair Louise Woodward; a Juliet Hindal report on job inequality for women in Japan, including an interview with Susan Burns; an interview with Ed Koch and Ken Livingstone on the difficulties of being a mayor; and a report on religious suppression in Russia.",Radio program (Master),local,,general,"1/31/2020 SB: The dropout at 38:41 is on the DAT., Audio Distortion",general,,,"Gardner, Frank","Mullins, Lisa","Tamurian, Hazir","Robertson, Gary","Hindal, Juliet","Burns, Susan","Koch, Ed","Livingstone, Ken",,Magazine,,,,,,News and Current Events,Global Affairs,Politics and Government,Social Issues - Misogyny,Women and Women's History,Peoples of East Asia,Religion,,,,,,,,,video recording identifier,214900,,,barcode214900_01.wav,,,https://avalon.wgbh.org/hls/avalon/22980/barcode214900/PreservationMaster/barcode214900_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
Think Twice,,Default Unit,,THINK TWICE 118,2020-01-29,,,,,,1994-08-27,,Episode of game show Think Twice,Green Label Master (WGBH program),local,,general," , Audio Hum",general,,,,,,,,,,,,Game Show,,,,,,Film and Television,History,,,,,,,,,,,,,,video recording identifier,217949,,,barcode217949.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode217949/PreservationMaster/barcode217949.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
American Experience,,Default Unit,,FDR (Part 2),2020-01-29,,,,,,,,"International version 2/95FDR   -  Hour 3 International version doc onlyThird episode of FDR documentary, about FDR's first two terms as president of the united states. ",Doc Only Master (WGBH program),local,,general,"1/27/2020 EMu: Black and white content with film artifacts at times. Poor color distortion over black and white segments at times. Long black tail, Audio Hiss, Video Picture Breaks up, Analog Video Dropouts",general,,,,,,,,,,,,Documentary,,,,,,History,Biography,Politics and Government,,,,,,,,,,,,,video recording identifier,217950,,,barcode217950.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode217950/PreservationMaster/barcode217950.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Think Twice,,Default Unit,,THINK TWICE 119,2020-02-11,,,,,,1994-08-27,,Episode of Game show Think Twice,Green Label Master (WGBH program),local,,general,; OK,general,,,,,,,,,,,,Game Show,,,,,,Film and Television,,,,,,,,,,,,,,,video recording identifier,217951,,,barcode217951.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode217951/PreservationMaster/barcode217951.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Daufuskie Island: Land Where My Fathers Died,2020-02-07,,,,,,,,"Original Footage of a person explaining how a local community used to carry bodies to graveyard, before the road was destroyed so the people couldn't get to haig point and bury their dead",Original footage,local,,general,"1/20/2020 EMu: Two separate mono channels. Breakups between segments. Breakups at tail. , No Bars and Tone, Audio Hiss, Beginning Cut Off, Video Picture Breaks up",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,227055,,,barcode227055.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227055/PreservationMaster/barcode227055.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Dr. Debra Prothrow-Stith swearing in part 1Swearing in ceremony for Dr. Debra Prothrow-Stith as Commissioner of Public Health,Original footage,local,,general,"1/20/2020 EMu: No tone on bars at top. Audio levels fluctuate between channels. Transitional breakups. , Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Event Coverage,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,227431,,,barcode227431.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227431/PreservationMaster/barcode227431.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Dr. Debra Prothrow-Stith swearing in part 2Swearing in ceremony for Dr. Debra Prothrow-Stith as Commissioner of Public Health,Original footage,local,,general,"1/20/2020 EMu: Audio levels fluctuate between channels. , No Bars and Tone, Audio Hiss, Beginning Cut Off, Video Picture Breaks up",general,,,,,,,,,,,,Event Coverage,,,,,,Politics and Government,,,,,,,,,,,,,,,video recording identifier,227432,,,barcode227432.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227432/PreservationMaster/barcode227432.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,Minister Don Muhammad on drugs part 1Raw Recording of street interview with minister Don Muhammad,Original footage,local,,general,"1/20/2020 EMu: Breakups over bars at top. Audio over bars at top related to footage. Audio levels fluctuate between channels.  , Audio Low Levels, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Social Issues,US Ethnic Minorities,Religion,,,,,,,,,,,,,video recording identifier,227433,,,barcode227433.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227433/PreservationMaster/barcode227433.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,Minister Don Muhammad on drugs part 2Raw Recording of street interview with minister Don Muhammad,Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Audio over bars related to footage. Two separate mono channels.  , Audio Hiss",general,,,,,,,,,,,,Interview,,,,,,Social Issues,,,,,,,,,,,,,,,video recording identifier,227434,,,barcode227434.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227434/PreservationMaster/barcode227434.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,Raw recording of street interview with Jack Cullen,Original footage,local,,general,"1/20/2020 EMu: Audio over bars related to footage.  , Audio Hiss, Audio Low Levels",general,,,,,,,,,,,,Interview,,,,,,Social Issues - Racism,,,,,,,,,,,,,,,video recording identifier,227435,,,barcode227435.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227435/PreservationMaster/barcode227435.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,b-roll of Sonoma Street at night,Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Static between segments. , Audio Hiss, Audio Hum, Video Picture Breaks up, Audio Low Levels",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,227436,,,barcode227436.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227436/PreservationMaster/barcode227436.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,Crime And Punishment,2020-02-07,,,,,,,,"Sit down interview with Amanda Houston about her neighborhood changing over the years, crime in the area",Original footage,local,,general,"1/20/2020 EMu: No tone over bars at top. Audio over bars at top related to footage. Audio levels fluctuate between channels.  , Audio Hiss",general,,,,,,,,,,,,Interview,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,227437,,,barcode227437.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227437/PreservationMaster/barcode227437.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-10,,,,,,,,"Musical Performance by Paula Elliot and Friends, a Jazz band",Original footage,local,,general,"1/21/2020 EMu: Static at top. Breakups over bars at top.  , Analog Video Dropouts, Video Picture Breaks up, Audio Hiss",general,,,,,,,,,,,,Performance for a Live Audience,,,,,,Music,,,,,,,,,,,,,,,video recording identifier,227705,,,barcode227705.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227705/PreservationMaster/barcode227705.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Reading Aloud,,Default Unit,,Charles Dickens: Barnaby Rudge,2020-02-07,,,,,,1979-06-29,,"Episode of Reading Aloud, reading 65, Side A of Charles Dickens's Barnaby Rudge.",Radio program (Master),local,,general,"2/7/2020 SB: The test tone occasionally alternates between channels. High frequencies fluctuate slightly at the end., Audio Hiss, Audio Pops and/or Clicks, Audio Distortion",general,,,,,,,,,,,,Performance in a Studio,,,,,,Literature,,,,,,,,,,,,,,,video recording identifier,227939,,,barcode227939_01.wav,,,https://avalon.wgbh.org/hls/avalon/23065/barcode227939/PreservationMaster/barcode227939_01.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Sound,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1989-01-28,,"Workshop 1 on african drumming, and its meaning to various cultures and histories, interspersed by performances, all by Babatunde Olatunji, for the purpose of spreading the art and cultures of african drumming",Original footage,local,,general,"1/21/2020 APr: No tone on bars. Audio channels fluctuate. , Audio Hiss",general,,,,,,,,,,,,Event Coverage,,,,,,Education,Music,Peoples of Western Africa,Social Issues - Racism,Social Issues - Inequality,Peoples of West Africa,,,,,,,,,,video recording identifier,227988,,,barcode227988.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227988/PreservationMaster/barcode227988.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1986-01-15,,Raw footage of Interview with tenants in Franklin Park neighborhood,Original footage,local,,general,"1/21/2020 APr: No tone on bars. Audio content over bars.  , Audio Hiss, End Cut Off, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Local Communities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,227989,,,barcode227989.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227989/PreservationMaster/barcode227989.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1986-01-15,,Tenant Captains  1 tape #8B Roll of apartment in Franklin Park neighborhood showing the poor conditions people have to live in,Original footage,local,,general,"Audio Hiss, No Bars and Tone, Beginning Cut Off, End Cut Off",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Local Communities,Social Issues - Racism,Social Issues - Inequality,,,,,,,,,,,,,video recording identifier,227990,,,barcode227990.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227990/PreservationMaster/barcode227990.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,1985-10-04,,"Footage of the opening of the Cox Building in Roxbury, including a benediction from Reverend Haynes, construction company owner John B. Cruz, Boston Redevelopment Authority director Stephen Coyle, MA Secretary of Community And Development Amy Anthony, and MA Secretary of Economic Development Alden Raine.",Original footage,local,,general,"1/21/2020 APr: No tone on bars. Audio channels fluctuate. Heavy breakup at tail., Audio Hiss, Audio Buzz, End Cut Off, Video Picture Breaks up",general,,,,,,,,,,,,Event Coverage,,,,,,Social Issues - Inequality,,,,,,,,,,,,,,,video recording identifier,227991,,,barcode227991.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode227991/PreservationMaster/barcode227991.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-01-29,,,,,,,,"Hyannis: Walking tour of car w/Chef Chandler. Includes field interview with Chef Chandler about his time as Head Waiter, serving special reserved train car, walking tour of area.",Original footage,local,,general,"1/17/2020 EMu: Audio over bars at top. No tone over bars at top. Breakup at top over bars and at times during content due to poor tracking printed onto tape. , Audio Hiss, Video Picture Breaks up, Audio Buzz",general,,,,,,,,,,,,Interview,,,,,,History,Local Communities,,,,,,,,,,,,,,video recording identifier,228018,,,barcode228018.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228018/PreservationMaster/barcode228018.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-01-29,,,,,,,,"Badnick family interview  part 2Interview with Badnick family about their father, black Pullman train conductor James Massey; the history of the South End and Dorchester; and their experiences on the Pullman trains",Original footage,local,,general,"1/17/2020 EMu: Static and breakups at top over bars. No tone on bars. Audio over bars at top. Two separate mono channels.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,History,Social issues - Racism,,,,,,,,,,,,,,video recording identifier,228019,,,barcode228019.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228019/PreservationMaster/barcode228019.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-01-29,,,,,,,,"Interview with Badnick family about their father, black Pullman train conductor James Massey; the history of the South End and Dorchester; and their experiences on the Pullman trains",Original footage,local,,general,"1/17/2020 EMu: Two separate mono channels. Audio over bars at top related to footage. Heavy breakup at tail.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,Local Communities,History,,,,,,,,,,,,,,video recording identifier,228020,,,barcode228020.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228020/PreservationMaster/barcode228020.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Interview with Theon Brown about history of porter union,Original footage,local,,general,"1/17/2020 EMu: Audio over bars related to footage. Two separate mono channels. Poor tracking along bottom of frame at tail.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,History,,,,,,,,,,,,,,,video recording identifier,228021,,,barcode228021.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228021/PreservationMaster/barcode228021.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,"Theon Brown interview about history of boston and neighborhood, train operation",Original footage,local,,general,"1/17/2020 EMu: Audio over bars at top related to footage.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Interview,,,,,,history,local communities,,,,,,,,,,,,,,video recording identifier,228022,,,barcode228022.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228022/PreservationMaster/barcode228022.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Field Interview with Tina Allen about a sculpture she made of A. Phillip Randolph,Original footage,local,,general,"1/17/2020 EMu: Audio over bars at top related to footage. Static briefly between footage. Two separate mono channels. , Video Picture Breaks up, Audio Hiss, End Cut Off",general,,,,,,,,,,,,Interview,,,,,,Architecture and Design,Public Works,US Ethnic Minorities,Employment and Labor,Protests and Public Advocacy,,,,,,,,,,,video recording identifier,228023,,,barcode228023.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228023/PreservationMaster/barcode228023.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,B-roll of A.Philp Randolph statue at back bay during rush hour.,Original footage,local,,general,"1/17/2020 EMu: Transitional breakup over footage. Breakups at bottom of frame at top of footage.  , Audio Hiss, Video Picture Breaks up",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Local Communities,History,,,,,,,,,,,,,,video recording identifier,228024,,,barcode228024.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228024/PreservationMaster/barcode228024.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,Original footage of A. Philip Randolph Plaque/ Back Bay station,Original footage,local,,general," , Video Picture Breaks up, Audio Low Levels",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Local Communities,,,,,,,,,,,,,,,video recording identifier,228025,,,barcode228025.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228025/PreservationMaster/barcode228025.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
Say Brother,,Default Unit,,SAY BROTHER (General Series),2020-02-07,,,,,,,,A.Philp Randolph statue dedication  part 3B Roll of introduction of unveilling of A Philip Randolph statue,Original footage,local,,general,"2/10/2020 JGi: Right channel of audio is low level. , No Bars and Tone, Audio Hiss, Audio Low Levels",general,,,,,,,,,,,,Scenics / B-roll,,,,,,Public Works,Local Communities,,,,,,,,,,,,,,video recording identifier,228026,,,barcode228026.mkv,,,https://avalon.wgbh.org/hls/avalon/23033/barcode228026/PreservationMaster/barcode228026.mp4/master.m3u8,,,,,,,480,360,,,,,4:3,480x360,Moving Image,,,,,
